names,ratings,locations,latitude,longitude
Paper Cone Desserts,4.5,3623 Main Street,49.258352,-123.096337
The Watson,5.0,3080 Main Street,49.258352,-123.096337
Dog Meister,5.0,2949 Main Street,49.258352,-123.096337
Taco Nori Sushi Tacos,4.5,,49.258352,-123.096337
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.258352,-123.096337
Jonathan Rogers Park,4.5,110 7 Avenue W,49.258352,-123.096337
Sushi Hil,4.5,3330 Main Street,49.258352,-123.096337
Carp,4.5,2516 Prince Edward Street,49.258352,-123.096337
Tatta Chulha,4.5,147 E Broadway,49.258352,-123.096337
Key Party,4.5,2303 Main Street,49.258352,-123.096337
Published On Main,4.5,3593 Main Street,49.258352,-123.096337
Quizine Kitchen,5.0,1155 East Broadway,49.258817,-123.092797
WA-2!,5.0,1795 Powell Street,49.258817,-123.092797
Camion Cafe,5.0,,49.258817,-123.092797
Mount Pleasant Park,5.0,3161 Ontario Street,49.258817,-123.092797
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.258817,-123.092797
Ramen Kounotori,4.5,3950 Main Street,49.258817,-123.092797
L'atelier Patisserie,4.5,599 East Broadway,49.258817,-123.092797
Rolling Cashew,4.5,401 Industrial Avenue,49.258817,-123.092797
Superbaba,4.5,2419 Main St,49.258817,-123.092797
Suyo Modern Peruvian,4.5,3475 Main Street,49.258817,-123.092797
Paper Cone Desserts,4.5,3623 Main Street,49.258817,-123.092797
Farm Ventures,5.0,713 Sullivan Road,49.258817,-123.092797
The Real Patty Co,5.0,,49.258817,-123.092797
The Watson,5.0,3080 Main Street,49.258817,-123.092797
Whistler Eco Tours,5.0,4308 Main Street,49.258817,-123.092797
Dog Meister,5.0,2949 Main Street,49.258817,-123.092797
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.258817,-123.092797
Sushi Hil,4.5,3330 Main Street,49.258817,-123.092797
Carp,4.5,2516 Prince Edward Street,49.258817,-123.092797
Tatta Chulha,4.5,147 E Broadway,49.258817,-123.092797
Quizine Kitchen,5.0,1155 East Broadway,49.26151,-123.089413
Cookies of Course,5.0,,49.26151,-123.089413
Camion Cafe,5.0,,49.26151,-123.089413
L'atelier Patisserie,4.5,599 East Broadway,49.26151,-123.089413
Rolling Cashew,4.5,401 Industrial Avenue,49.26151,-123.089413
Superbaba,4.5,2419 Main St,49.26151,-123.089413
Suyo Modern Peruvian,4.5,3475 Main Street,49.26151,-123.089413
The Watson,5.0,3080 Main Street,49.26151,-123.089413
Dog Meister,5.0,2949 Main Street,49.26151,-123.089413
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.26151,-123.089413
Sushi Hil,4.5,3330 Main Street,49.26151,-123.089413
Carp,4.5,2516 Prince Edward Street,49.26151,-123.089413
Tatta Chulha,4.5,147 E Broadway,49.26151,-123.089413
Key Party,4.5,2303 Main Street,49.26151,-123.089413
Published On Main,4.5,3593 Main Street,49.26151,-123.089413
Level V Bakery,4.5,39 Kingsway,49.26151,-123.089413
Melo Patisserie,4.5,154 E 8th Avenue,49.26151,-123.089413
Beta5 Chocolates,4.5,413 Industrial Avenue,49.26151,-123.089413
Earnest Ice Cream,4.5,1829 Quebec Street,49.26151,-123.089413
AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.26151,-123.089413
Golftec,5.0,763 Terminal Avenue,49.263382,-123.088837
Quizine Kitchen,5.0,1155 East Broadway,49.263382,-123.088837
Cookies of Course,5.0,,49.263382,-123.088837
Camion Cafe,5.0,,49.263382,-123.088837
L'atelier Patisserie,4.5,599 East Broadway,49.263382,-123.088837
Rolling Cashew,4.5,401 Industrial Avenue,49.263382,-123.088837
Superbaba,4.5,2419 Main St,49.263382,-123.088837
The Watson,5.0,3080 Main Street,49.263382,-123.088837
Dog Meister,5.0,2949 Main Street,49.263382,-123.088837
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.263382,-123.088837
Sushi Hil,4.5,3330 Main Street,49.263382,-123.088837
Carp,4.5,2516 Prince Edward Street,49.263382,-123.088837
Tatta Chulha,4.5,147 E Broadway,49.263382,-123.088837
Key Party,4.5,2303 Main Street,49.263382,-123.088837
Level V Bakery,4.5,39 Kingsway,49.263382,-123.088837
Melo Patisserie,4.5,154 E 8th Avenue,49.263382,-123.088837
Beta5 Chocolates,4.5,413 Industrial Avenue,49.263382,-123.088837
AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.263382,-123.088837
Courtside,4.5,2415 Main Street,49.263382,-123.088837
Dude Chilling Park,4.5,2390 Brunswick Street,49.263382,-123.088837
Quizine Kitchen,5.0,1155 East Broadway,49.261353,-123.085333
Cookies of Course,5.0,,49.261353,-123.085333
Camion Cafe,5.0,,49.261353,-123.085333
L'atelier Patisserie,4.5,599 East Broadway,49.261353,-123.085333
Rolling Cashew,4.5,401 Industrial Avenue,49.261353,-123.085333
Carp,4.5,2516 Prince Edward Street,49.261353,-123.085333
Beta5 Chocolates,4.5,413 Industrial Avenue,49.261353,-123.085333
AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.261353,-123.085333
Dude Chilling Park,4.5,2390 Brunswick Street,49.261353,-123.085333
Kafka's Coffee & Tea,4.5,120-577 Great Northern Way,49.261353,-123.085333
Fassil Ethiopian Restaurant,4.5,736 Broadway E,49.261353,-123.085333
Milkyway Pastry,5.0,417 industrial Avenue,49.261353,-123.085333
Vancouver Soup,4.5,292 East 1st Avenue,49.261353,-123.085333
Van 168 Coffee,4.5,888 Kingsway,49.261353,-123.085333
Billy Button Dessert Bar,5.0,3568 Fraser Street,49.261353,-123.085333
The Peri Peri Shack,4.5,724 Kingsway,49.261353,-123.085333
The Hide Out Diner,4.5,101-1951 Glen Drive,49.261353,-123.085333
Hail Mary's,4.5,670 E Broadway,49.261353,-123.085333
The Farmhouse,4.5,352 East 10th Avenue,49.261353,-123.085333
Casa Della Pasta,4.0,302 Industrial Avenue,49.261353,-123.085333
Golftec,5.0,763 Terminal Avenue,49.264466,-123.085183
Quizine Kitchen,5.0,1155 East Broadway,49.264466,-123.085183
Cookies of Course,5.0,,49.264466,-123.085183
Camion Cafe,5.0,,49.264466,-123.085183
L'atelier Patisserie,4.5,599 East Broadway,49.264466,-123.085183
Rolling Cashew,4.5,401 Industrial Avenue,49.264466,-123.085183
Carp,4.5,2516 Prince Edward Street,49.264466,-123.085183
Beta5 Chocolates,4.5,413 Industrial Avenue,49.264466,-123.085183
AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.264466,-123.085183
Dude Chilling Park,4.5,2390 Brunswick Street,49.264466,-123.085183
To Dine For Eatery,4.5,333 Terminal Avenue,49.264466,-123.085183
Kafka's Coffee & Tea,4.5,120-577 Great Northern Way,49.264466,-123.085183
Fassil Ethiopian Restaurant,4.5,736 Broadway E,49.264466,-123.085183
When Pigs Fly Pastries,5.0,,49.264466,-123.085183
Milkyway Pastry,5.0,417 industrial Avenue,49.264466,-123.085183
Vancouver Soup,4.5,292 East 1st Avenue,49.264466,-123.085183
The Peri Peri Shack,4.5,724 Kingsway,49.264466,-123.085183
The Hide Out Diner,4.5,101-1951 Glen Drive,49.264466,-123.085183
Hail Mary's,4.5,670 E Broadway,49.264466,-123.085183
The Farmhouse,4.5,352 East 10th Avenue,49.264466,-123.085183
mizu sushi co.,5.0,1507 Powell Street,49.280197,-123.065859
Urban Tadka,5.0,1370 E Georgia St,49.280197,-123.065859
WA-2!,5.0,1795 Powell Street,49.280197,-123.065859
Viet Family- The Vegan House,5.0,1431 Commercial Drive,49.280197,-123.065859
Royal Palace Seafood,5.0,2163 East Hastings Street,49.280197,-123.065859
Burdy,5.0,1216 Franklin Street,49.280197,-123.065859
Antojos y Sabores,5.0,1370 East Georgia Street,49.280197,-123.065859
Brick N Cheese,5.0,1370 E georgia Street,49.280197,-123.065859
Angelove Bubble Tea,4.5,2228 E Hastings St,49.280197,-123.065859
Henry's Hip Eats,4.5,150-1507 Powell Street,49.280197,-123.065859
Renzullo Food Market,4.5,1370 Nanaimo Street,49.280197,-123.065859
Nonna's Cucina,4.5,2166 East Hastings Street,49.280197,-123.065859
Caffe La Tana,4.5,635 Commercial Drive,49.280197,-123.065859
Oidé Coffee,4.5,550 Clark Drive,49.280197,-123.065859
Elephant,4.5,1879 Powell Street,49.280197,-123.065859
Odd Society Spirits,4.5,1725 Powell Street,49.280197,-123.065859
Mogu Fried Chicken,4.5,1012 Commercial Drive,49.280197,-123.065859
Earnest Ice Cream,4.5,1485 Frances Street,49.280197,-123.065859
Yan Bakery,4.5,2070 East Hastings Street,49.280197,-123.065859
Vancouver Best Cookies,4.5,1507 Powell Street,49.280197,-123.065859
Hariyali Express Indian Cuisine & Bar,5.0,2066 Commercial Drive,49.266725,-123.065925
Viet Family- The Vegan House,5.0,1431 Commercial Drive,49.266725,-123.065925
Giancarlo's Sports Bar,5.0,1865 Commercial Drive,49.266725,-123.065925
Renzullo Food Market,4.5,1370 Nanaimo Street,49.266725,-123.065925
Mogu Fried Chicken,4.5,1012 Commercial Drive,49.266725,-123.065925
Cozen,4.5,1441 Commercial Drive,49.266725,-123.065925
B House,4.5,2270 Commercial Drive,49.266725,-123.065925
The Bench Bakehouse,4.5,100-1641 Commercial Drive,49.266725,-123.065925
Mediterranean Specialty Foods,4.5,1824 Commercial Drive,49.266725,-123.065925
Chai Wagon,4.5,,49.266725,-123.065925
Elephant Garden Creamery,4.5,2080 Commercial Dr,49.266725,-123.065925
Dolce Amore,4.5,1588 Commercial Drive,49.266725,-123.065925
Parade of the Lost Souls,4.5,Grandview Park,49.266725,-123.065925
Oh Sweet Day,4.5,1706 E 1st Avenue,49.266725,-123.065925
La Grotta Del Formaggio,4.5,1791 Commercial Drive,49.266725,-123.065925
Kishimoto Japanese Kitchen,4.5,2054 Commercial Drive,49.266725,-123.065925
To Live For Bakery,4.5,1508 Nanaimo Street,49.266725,-123.065925
Vancity Fried Chicken,4.5,1678 Commercial Drive,49.266725,-123.065925
Truck Stop Cafe,4.5,1046 Clark Drive,49.266725,-123.065925
Juno Provisions,4.0,2247 Commercial Dr,49.266725,-123.065925
Hariyali Express Indian Cuisine & Bar,5.0,2066 Commercial Drive,49.261188,-123.066009
Giancarlo's Sports Bar,5.0,1865 Commercial Drive,49.261188,-123.066009
B House,4.5,2270 Commercial Drive,49.261188,-123.066009
The Bench Bakehouse,4.5,100-1641 Commercial Drive,49.261188,-123.066009
Mediterranean Specialty Foods,4.5,1824 Commercial Drive,49.261188,-123.066009
Chai Wagon,4.5,,49.261188,-123.066009
Elephant Garden Creamery,4.5,2080 Commercial Dr,49.261188,-123.066009
Oh Sweet Day,4.5,1706 E 1st Avenue,49.261188,-123.066009
La Grotta Del Formaggio,4.5,1791 Commercial Drive,49.261188,-123.066009
Kishimoto Japanese Kitchen,4.5,2054 Commercial Drive,49.261188,-123.066009
Vancity Fried Chicken,4.5,1678 Commercial Drive,49.261188,-123.066009
Juno Provisions,4.0,2247 Commercial Dr,49.261188,-123.066009
Gojo Café,4.0,2838 Commercial Drive,49.261188,-123.066009
La Pache Pizza,4.0,2080 Commercial Drive,49.261188,-123.066009
Flourist,4.0,3433 Commercial Street,49.261188,-123.066009
Chance Cafe,4.0,3424 Commercial Street,49.261188,-123.066009
Grounds For Coffee,4.0,2088 Commercial Drive,49.261188,-123.066009
Baby Dhal Roti Shop,4.0,2707 Commercial Drive,49.261188,-123.066009
Kokomo,5.0,3435 Commercial Street,49.261188,-123.066009
John Hendry Trout Lake Park,5.0,3300 Victoria Drive,49.261188,-123.066009
B House,4.5,2270 Commercial Drive,49.256857,-123.065646
Chai Wagon,4.5,,49.256857,-123.065646
Ashiana Tandoori Restaurant,4.5,1440 Kingsway Street,49.256857,-123.065646
Do Chay,4.5,1392 Kingsway,49.256857,-123.065646
Falafel Cafe,4.5,1385 Kingsway,49.256857,-123.065646
Knight Street Cafe,4.5,3911 Knight Street,49.256857,-123.065646
Pink Peppercorn Seafood House,4.5,1485 Kingsway,49.256857,-123.065646
Po Kong Vegetarian Restaurant,4.0,1334 Kingsway Avenue,49.256857,-123.065646
Juno Provisions,4.0,2247 Commercial Dr,49.256857,-123.065646
Gojo Café,4.0,2838 Commercial Drive,49.256857,-123.065646
Grace of India,4.0,1284 Kingsway,49.256857,-123.065646
Flourist,4.0,3433 Commercial Street,49.256857,-123.065646
Chance Cafe,4.0,3424 Commercial Street,49.256857,-123.065646
Trung Nguyen Cafe,4.0,1441 Kingsway,49.256857,-123.065646
Sun Bo Kong Vegetarian Restaurant,4.0,1363 Kingsway,49.256857,-123.065646
Thu Hien Deli & Sandwich Shop,4.0,1388 Kingsway,49.256857,-123.065646
Baby Dhal Roti Shop,4.0,2707 Commercial Drive,49.256857,-123.065646
Kokomo,5.0,3435 Commercial Street,49.256857,-123.065646
"Peaceable Kingdom, by Tom Dean",5.0,4078 Knight Street,49.256857,-123.065646
John Hendry Trout Lake Park,5.0,3300 Victoria Drive,49.256857,-123.065646
mizu sushi co.,5.0,1507 Powell Street,49.283986,-123.065264
Urban Tadka,5.0,1370 E Georgia St,49.283986,-123.065264
WA-2!,5.0,1795 Powell Street,49.283986,-123.065264
Royal Palace Seafood,5.0,2163 East Hastings Street,49.283986,-123.065264
Burdy,5.0,1216 Franklin Street,49.283986,-123.065264
Antojos y Sabores,5.0,1370 East Georgia Street,49.283986,-123.065264
Brick N Cheese,5.0,1370 E georgia Street,49.283986,-123.065264
Angelove Bubble Tea,4.5,2228 E Hastings St,49.283986,-123.065264
Henry's Hip Eats,4.5,150-1507 Powell Street,49.283986,-123.065264
Nonna's Cucina,4.5,2166 East Hastings Street,49.283986,-123.065264
Caffe La Tana,4.5,635 Commercial Drive,49.283986,-123.065264
Oidé Coffee,4.5,550 Clark Drive,49.283986,-123.065264
Elephant,4.5,1879 Powell Street,49.283986,-123.065264
Odd Society Spirits,4.5,1725 Powell Street,49.283986,-123.065264
Mogu Fried Chicken,4.5,1012 Commercial Drive,49.283986,-123.065264
Earnest Ice Cream,4.5,1485 Frances Street,49.283986,-123.065264
Yan Bakery,4.5,2070 East Hastings Street,49.283986,-123.065264
Vancouver Best Cookies,4.5,1507 Powell Street,49.283986,-123.065264
Vankoshary Eats,4.5,1205 East Hastings Street,49.283986,-123.065264
Absinthe Bistro,4.5,952 Commercial Drive,49.283986,-123.065264
Quizine Kitchen,5.0,1155 East Broadway,49.257985,-123.083366
WA-2!,5.0,1795 Powell Street,49.257985,-123.083366
Camion Cafe,5.0,,49.257985,-123.083366
L'atelier Patisserie,4.5,599 East Broadway,49.257985,-123.083366
Rolling Cashew,4.5,401 Industrial Avenue,49.257985,-123.083366
Farm Ventures,5.0,713 Sullivan Road,49.257985,-123.083366
The Real Patty Co,5.0,,49.257985,-123.083366
Whistler Eco Tours,5.0,4308 Main Street,49.257985,-123.083366
Ashiana Tandoori Restaurant,4.5,1440 Kingsway Street,49.257985,-123.083366
Carp,4.5,2516 Prince Edward Street,49.257985,-123.083366
Do Chay,4.5,1392 Kingsway,49.257985,-123.083366
Batard Boulangerie & Cafe Moderne,4.5,3958 Fraser Street,49.257985,-123.083366
Dude Chilling Park,4.5,2390 Brunswick Street,49.257985,-123.083366
Falafel Cafe,4.5,1385 Kingsway,49.257985,-123.083366
Knight Street Cafe,4.5,3911 Knight Street,49.257985,-123.083366
Earnest Ice Cream,4.5,3992 Fraser Street,49.257985,-123.083366
Pink Peppercorn Seafood House,4.5,1485 Kingsway,49.257985,-123.083366
Fassil Ethiopian Restaurant,4.5,736 Broadway E,49.257985,-123.083366
Van 168 Coffee,4.5,888 Kingsway,49.257985,-123.083366
Billy Button Dessert Bar,5.0,3568 Fraser Street,49.257985,-123.083366
Quizine Kitchen,5.0,1155 East Broadway,49.257939,-123.089531
WA-2!,5.0,1795 Powell Street,49.257939,-123.089531
Camion Cafe,5.0,,49.257939,-123.089531
Ramen Kounotori,4.5,3950 Main Street,49.257939,-123.089531
L'atelier Patisserie,4.5,599 East Broadway,49.257939,-123.089531
Rolling Cashew,4.5,401 Industrial Avenue,49.257939,-123.089531
Superbaba,4.5,2419 Main St,49.257939,-123.089531
Suyo Modern Peruvian,4.5,3475 Main Street,49.257939,-123.089531
Paper Cone Desserts,4.5,3623 Main Street,49.257939,-123.089531
Farm Ventures,5.0,713 Sullivan Road,49.257939,-123.089531
The Real Patty Co,5.0,,49.257939,-123.089531
The Watson,5.0,3080 Main Street,49.257939,-123.089531
Whistler Eco Tours,5.0,4308 Main Street,49.257939,-123.089531
Dog Meister,5.0,2949 Main Street,49.257939,-123.089531
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.257939,-123.089531
Sushi Hil,4.5,3330 Main Street,49.257939,-123.089531
Carp,4.5,2516 Prince Edward Street,49.257939,-123.089531
Tatta Chulha,4.5,147 E Broadway,49.257939,-123.089531
Key Party,4.5,2303 Main Street,49.257939,-123.089531
Published On Main,4.5,3593 Main Street,49.257939,-123.089531
Quizine Kitchen,5.0,1155 East Broadway,49.256496,-123.075426
WA-2!,5.0,1795 Powell Street,49.256496,-123.075426
Rolling Cashew,4.5,401 Industrial Avenue,49.256496,-123.075426
B House,4.5,2270 Commercial Drive,49.256496,-123.075426
Farm Ventures,5.0,713 Sullivan Road,49.256496,-123.075426
The Real Patty Co,5.0,,49.256496,-123.075426
Whistler Eco Tours,5.0,4308 Main Street,49.256496,-123.075426
Chai Wagon,4.5,,49.256496,-123.075426
Ashiana Tandoori Restaurant,4.5,1440 Kingsway Street,49.256496,-123.075426
Do Chay,4.5,1392 Kingsway,49.256496,-123.075426
Falafel Cafe,4.5,1385 Kingsway,49.256496,-123.075426
Knight Street Cafe,4.5,3911 Knight Street,49.256496,-123.075426
Pink Peppercorn Seafood House,4.5,1485 Kingsway,49.256496,-123.075426
Fassil Ethiopian Restaurant,4.5,736 Broadway E,49.256496,-123.075426
Van 168 Coffee,4.5,888 Kingsway,49.256496,-123.075426
Po Kong Vegetarian Restaurant,4.0,1334 Kingsway Avenue,49.256496,-123.075426
Juno Provisions,4.0,2247 Commercial Dr,49.256496,-123.075426
Gojo Café,4.0,2838 Commercial Drive,49.256496,-123.075426
Grace of India,4.0,1284 Kingsway,49.256496,-123.075426
Flourist,4.0,3433 Commercial Street,49.256496,-123.075426
mizu sushi co.,5.0,1507 Powell Street,49.283236,-123.070443
Urban Tadka,5.0,1370 E Georgia St,49.283236,-123.070443
WA-2!,5.0,1795 Powell Street,49.283236,-123.070443
Royal Palace Seafood,5.0,2163 East Hastings Street,49.283236,-123.070443
Burdy,5.0,1216 Franklin Street,49.283236,-123.070443
Antojos y Sabores,5.0,1370 East Georgia Street,49.283236,-123.070443
Brick N Cheese,5.0,1370 E georgia Street,49.283236,-123.070443
Angelove Bubble Tea,4.5,2228 E Hastings St,49.283236,-123.070443
Henry's Hip Eats,4.5,150-1507 Powell Street,49.283236,-123.070443
Nonna's Cucina,4.5,2166 East Hastings Street,49.283236,-123.070443
Caffe La Tana,4.5,635 Commercial Drive,49.283236,-123.070443
Oidé Coffee,4.5,550 Clark Drive,49.283236,-123.070443
Elephant,4.5,1879 Powell Street,49.283236,-123.070443
Odd Society Spirits,4.5,1725 Powell Street,49.283236,-123.070443
VV Tapas Lounge,4.5,957 E Hastings Street,49.283236,-123.070443
Mogu Fried Chicken,4.5,1012 Commercial Drive,49.283236,-123.070443
Earnest Ice Cream,4.5,1485 Frances Street,49.283236,-123.070443
Yan Bakery,4.5,2070 East Hastings Street,49.283236,-123.070443
Vancouver Best Cookies,4.5,1507 Powell Street,49.283236,-123.070443
Vankoshary Eats,4.5,1205 East Hastings Street,49.283236,-123.070443
Golftec,5.0,763 Terminal Avenue,49.267266,-123.090786
Quizine Kitchen,5.0,1155 East Broadway,49.267266,-123.090786
Cookies of Course,5.0,,49.267266,-123.090786
Camion Cafe,5.0,,49.267266,-123.090786
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.267266,-123.090786
L'atelier Patisserie,4.5,599 East Broadway,49.267266,-123.090786
Le Petit Belge,4.5,1007 Main Street,49.267266,-123.090786
Rolling Cashew,4.5,401 Industrial Avenue,49.267266,-123.090786
Superbaba,4.5,2419 Main St,49.267266,-123.090786
TAKE URBAN,4.5,1019 Main St,49.267266,-123.090786
Dog Meister,5.0,2949 Main Street,49.267266,-123.090786
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.267266,-123.090786
Carp,4.5,2516 Prince Edward Street,49.267266,-123.090786
Tatta Chulha,4.5,147 E Broadway,49.267266,-123.090786
Key Party,4.5,2303 Main Street,49.267266,-123.090786
Level V Bakery,4.5,39 Kingsway,49.267266,-123.090786
Melo Patisserie,4.5,154 E 8th Avenue,49.267266,-123.090786
Beta5 Chocolates,4.5,413 Industrial Avenue,49.267266,-123.090786
Earnest Ice Cream,4.5,1829 Quebec Street,49.267266,-123.090786
AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.267266,-123.090786
Golftec,5.0,763 Terminal Avenue,49.265242,-123.095577
Cookies of Course,5.0,,49.265242,-123.095577
Camion Cafe,5.0,,49.265242,-123.095577
Mount Pleasant Park,5.0,3161 Ontario Street,49.265242,-123.095577
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.265242,-123.095577
L'atelier Patisserie,4.5,599 East Broadway,49.265242,-123.095577
Honolulu Coffee,4.5,97 West 2nd Avenue,49.265242,-123.095577
Rolling Cashew,4.5,401 Industrial Avenue,49.265242,-123.095577
Cilantro Indian Cuisine,4.5,189 W Broadway,49.265242,-123.095577
Superbaba,4.5,2419 Main St,49.265242,-123.095577
The Watson,5.0,3080 Main Street,49.265242,-123.095577
Dog Meister,5.0,2949 Main Street,49.265242,-123.095577
Taco Nori Sushi Tacos,4.5,,49.265242,-123.095577
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.265242,-123.095577
Jonathan Rogers Park,4.5,110 7 Avenue W,49.265242,-123.095577
Carp,4.5,2516 Prince Edward Street,49.265242,-123.095577
Tatta Chulha,4.5,147 E Broadway,49.265242,-123.095577
Key Party,4.5,2303 Main Street,49.265242,-123.095577
Level V Bakery,4.5,39 Kingsway,49.265242,-123.095577
Melo Patisserie,4.5,154 E 8th Avenue,49.265242,-123.095577
Golftec,5.0,763 Terminal Avenue,49.265213,-123.090785
Quizine Kitchen,5.0,1155 East Broadway,49.265213,-123.090785
Cookies of Course,5.0,,49.265213,-123.090785
Camion Cafe,5.0,,49.265213,-123.090785
Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.265213,-123.090785
L'atelier Patisserie,4.5,599 East Broadway,49.265213,-123.090785
Rolling Cashew,4.5,401 Industrial Avenue,49.265213,-123.090785
Superbaba,4.5,2419 Main St,49.265213,-123.090785
The Watson,5.0,3080 Main Street,49.265213,-123.090785
Dog Meister,5.0,2949 Main Street,49.265213,-123.090785
Zarak By Afghan Kitchen,4.5,2102 Main Street,49.265213,-123.090785
Carp,4.5,2516 Prince Edward Street,49.265213,-123.090785
Tatta Chulha,4.5,147 E Broadway,49.265213,-123.090785
Key Party,4.5,2303 Main Street,49.265213,-123.090785
Level V Bakery,4.5,39 Kingsway,49.265213,-123.090785
Melo Patisserie,4.5,154 E 8th Avenue,49.265213,-123.090785
Beta5 Chocolates,4.5,413 Industrial Avenue,49.265213,-123.090785
Earnest Ice Cream,4.5,1829 Quebec Street,49.265213,-123.090785
AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.265213,-123.090785
Courtside,4.5,2415 Main Street,49.265213,-123.090785
Siwash Rock,4.5,Stanley Park Drive,49.302577,-123.155616
Third Beach,4.5,Ferguson Point,49.302577,-123.155616
Lovers Walk Trail,5.0,Lovers Walk,49.302577,-123.155616
Teahouse in Stanley Park,4.0,7501 Stanley Park Drive,49.302577,-123.155616
Hollow Tree,4.5,Stanley Park Drive,49.302577,-123.155616
Stanley Park 2nd Beach Picnic Area,3.5,Ceperly 2nd Beach,49.302577,-123.155616
Air India Memorial,4.0,8768 Stanley Park Drive,49.302577,-123.155616
Pauline Johnson Monument,4.0,Stanley Park Drive,49.302577,-123.155616
Third Beach Concession,1.5,7495 Stanley Park Drive,49.302577,-123.155616
Golftec,5.0,763 Terminal Avenue,49.277595,-123.09583
Johnny's Pops,5.0,,49.277595,-123.09583
The Garden Strathcona,5.0,868 E Hastings Street,49.277595,-123.09583
Prototype Coffee,5.0,883 East Hastings Street,49.277595,-123.09583
Sooda Korean BBQ,5.0,60 West Cordova Street,49.277595,-123.09583
Robba Da Matti,5.0,12 Powell St,49.277595,-123.09583
Cookies of Course,5.0,,49.277595,-123.09583
West Hotel & Bar,5.0,488 Carrall St,49.277595,-123.09583
Say Hello Sweets,5.0,620 Quebec Street,49.277595,-123.09583
Tekkaba,4.5,68 E Cordova Street,49.277595,-123.09583
Hoduya,4.5,86 Keefer Place,49.277595,-123.09583
Le Petit Belge,4.5,1007 Main Street,49.277595,-123.09583
Aiyaohno Cafe,4.5,425 Carrall Street,49.277595,-123.09583
VV Tapas Lounge,4.5,957 E Hastings Street,49.277595,-123.09583
The Chinese Tea Shop,4.5,101 E Pender Street,49.277595,-123.09583
Honolulu Coffee,4.5,97 West 2nd Avenue,49.277595,-123.09583
Rolling Cashew,4.5,401 Industrial Avenue,49.277595,-123.09583
Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.277595,-123.09583
Gastronomy Gastown,4.5,62 East Cordova Street,49.277595,-123.09583
Manpuku Bento,4.5,288 E Pender Street,49.277595,-123.09583
Golftec,5.0,763 Terminal Avenue,49.279235,-123.087528
mizu sushi co.,5.0,1507 Powell Street,49.279235,-123.087528
Urban Tadka,5.0,1370 E Georgia St,49.279235,-123.087528
Johnny's Pops,5.0,,49.279235,-123.087528
The Garden Strathcona,5.0,868 E Hastings Street,49.279235,-123.087528
Prototype Coffee,5.0,883 East Hastings Street,49.279235,-123.087528
Burdy,5.0,1216 Franklin Street,49.279235,-123.087528
Antojos y Sabores,5.0,1370 East Georgia Street,49.279235,-123.087528
Brick N Cheese,5.0,1370 E georgia Street,49.279235,-123.087528
Henry's Hip Eats,4.5,150-1507 Powell Street,49.279235,-123.087528
Le Petit Belge,4.5,1007 Main Street,49.279235,-123.087528
Oidé Coffee,4.5,550 Clark Drive,49.279235,-123.087528
VV Tapas Lounge,4.5,957 E Hastings Street,49.279235,-123.087528
Earnest Ice Cream,4.5,1485 Frances Street,49.279235,-123.087528
Vancouver Best Cookies,4.5,1507 Powell Street,49.279235,-123.087528
Vankoshary Eats,4.5,1205 East Hastings Street,49.279235,-123.087528
Manpuku Bento,4.5,288 E Pender Street,49.279235,-123.087528
Barbara,4.5,305 East Pender Street,49.279235,-123.087528
Thank You Pizza,5.0,789 Gore Avenue,49.279235,-123.087528
TAKE URBAN,4.5,1019 Main St,49.279235,-123.087528
Golftec,5.0,763 Terminal Avenue,49.277333,-123.087359
mizu sushi co.,5.0,1507 Powell Street,49.277333,-123.087359
Urban Tadka,5.0,1370 E Georgia St,49.277333,-123.087359
Johnny's Pops,5.0,,49.277333,-123.087359
The Garden Strathcona,5.0,868 E Hastings Street,49.277333,-123.087359
Prototype Coffee,5.0,883 East Hastings Street,49.277333,-123.087359
Cookies of Course,5.0,,49.277333,-123.087359
Burdy,5.0,1216 Franklin Street,49.277333,-123.087359
Antojos y Sabores,5.0,1370 East Georgia Street,49.277333,-123.087359
Brick N Cheese,5.0,1370 E georgia Street,49.277333,-123.087359
Henry's Hip Eats,4.5,150-1507 Powell Street,49.277333,-123.087359
Le Petit Belge,4.5,1007 Main Street,49.277333,-123.087359
Oidé Coffee,4.5,550 Clark Drive,49.277333,-123.087359
VV Tapas Lounge,4.5,957 E Hastings Street,49.277333,-123.087359
Rolling Cashew,4.5,401 Industrial Avenue,49.277333,-123.087359
Earnest Ice Cream,4.5,1485 Frances Street,49.277333,-123.087359
