,names,ratings,locations,distances,latitude,longitude,price,popularity,total_photos,total_ratings
1146,The Union,8.4,"219 Union St (at Main St), Vancouver BC V6A 2B2",637,49.273777,-123.092723,2.0,0.9094116977480982,154.0,130.0
1147,Phnom Penh,8.9,"244 E. Georgia St (at Main St), Vancouver BC V6A 1Z7",660,49.273777,-123.092723,2.0,0.9831913642313749,600.0,478.0
1148,Matchstick Coffee Roasters,8.8,"213 Georgia St E (at Main St), Vancouver BC V6A 1Z6",719,49.273777,-123.092723,2.0,0.9376410995807327,168.0,216.0
1149,Oyster Express,8.3,"296 Keefer St (at Gore Ave), Vancouver BC V6A 1X5",694,49.273777,-123.092723,3.0,0.9536529377169851,55.0,34.0
1150,Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",474,49.265005,-123.079481,,0.9098670106808825,8.0,9.0
1151,Moe's Home Collection,8.1,"1728 Glen Dr (at Terminal Ave.), Vancouver BC V6A 4L5",490,49.265005,-123.079481,,0.9264669613553148,25.0,18.0
1152,Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",714,49.265005,-123.079481,2.0,0.9667431845345373,39.0,41.0
1153,Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",727,49.265005,-123.079481,,0.985904270455882,218.0,142.0
1154,St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",731,49.265005,-123.079481,2.0,0.9824135379712015,475.0,255.0
1155,Kishimoto Japanese Kitchen + Sushi Bar,8.5,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",744,49.265005,-123.079481,2.0,0.9659843296465633,224.0,132.0
1156,Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",700,49.265005,-123.079481,2.0,0.9312098044051527,28.0,40.0
1157,Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",741,49.265005,-123.079481,2.0,0.8871203354138605,32.0,27.0
1158,Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",715,49.265005,-123.079481,2.0,0.9814459979890345,93.0,107.0
1159,Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",731,49.265005,-123.079481,1.0,0.969854489575231,32.0,12.0
1160,Tandoori Palace,8.5,"1439 Commercial Dr (Grant), Vancouver BC V5L 3X8",37,49.271377,-123.069416,2.0,0.8130371269753941,16.0,22.0
1161,Ginger Sushi,8.3,"1437 Commercial Dr (at Grant St.), Vancouver BC V5L 3X8",43,49.271377,-123.069416,2.0,0.9243990817855855,15.0,13.0
1162,Dolce Amore,8.1,"1588 Commercial Dr (at Graveley St), Vancouver BC V5L 3Y2",82,49.271377,-123.069416,1.0,0.9852971865455028,60.0,35.0
1163,Marcello Ristorante & Pizzeria,7.8,"1404 Commercial Dr (at Kitchener St), Vancouver BC V5L 3X9",78,49.271377,-123.069416,2.0,0.9623797689286866,117.0,75.0
1164,La Mezcaleria,8.6,"1622 Commercial Dr (btwn Graveley & E 1st), Vancouver BC V5L 3Y4",141,49.271377,-123.069416,2.0,0.9704426021134108,142.0,136.0
1165,Grandview Park,8.5,"1657 Charles St (btwn Commercial & Cotton), Vancouver BC V5L 2T4",241,49.271377,-123.069416,,0.9729278518715259,101.0,20.0
1166,Havana,8.3,"1212 Commercial Dr (btwn William & Charles), Vancouver BC V5L 3X4",256,49.271377,-123.069416,2.0,0.972017226005957,237.0,191.0
1167,Biercraft,8.7,"1191 Commercial Dr, Vancouver BC V5L 3X3",284,49.271377,-123.069416,3.0,0.330291589990704,173.0,118.0
1168,La Grotta Del Formaggio,8.7,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",286,49.271377,-123.069416,1.0,0.9727001954051336,45.0,51.0
1169,Fratelli Bakery,8.2,"1795 Commercial Dr (2nd Ave), Vancouver BC",288,49.271377,-123.069416,1.0,0.8385915653279201,47.0,35.0
1170,La Grotta Del Formaggio,8.7,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",23,49.268616,-123.069908,1.0,0.9727001954051336,45.0,51.0
1171,Fratelli Bakery,8.2,"1795 Commercial Dr (2nd Ave), Vancouver BC",20,49.268616,-123.069908,1.0,0.8385915653279201,47.0,35.0
1172,Take Thai Home,7.4,"1736 Commercial Dr, Vancouver BC V5N 4A3",54,49.268616,-123.069908,1.0,0.9643148488930204,17.0,12.0
1173,La Mezcaleria,8.6,"1622 Commercial Dr (btwn Graveley & E 1st), Vancouver BC V5L 3Y4",168,49.268616,-123.069908,2.0,0.9704426021134108,142.0,136.0
1174,Kishimoto Japanese Kitchen + Sushi Bar,8.5,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",209,49.268616,-123.069908,2.0,0.9659843296465633,224.0,132.0
1175,Dolce Amore,8.1,"1588 Commercial Dr (at Graveley St), Vancouver BC V5L 3Y2",225,49.268616,-123.069908,1.0,0.9852971865455028,60.0,35.0
1176,Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",235,49.268616,-123.069908,2.0,0.8871203354138605,32.0,27.0
1177,Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",265,49.268616,-123.069908,1.0,0.969854489575231,32.0,12.0
1178,Tandoori Palace,8.5,"1439 Commercial Dr (Grant), Vancouver BC V5L 3X8",337,49.268616,-123.069908,2.0,0.8130371269753941,16.0,22.0
1179,Ginger Sushi,8.3,"1437 Commercial Dr (at Grant St.), Vancouver BC V5L 3X8",346,49.268616,-123.069908,2.0,0.9243990817855855,15.0,13.0
1180,Kishimoto Japanese Kitchen + Sushi Bar,8.5,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",36,49.266969,-123.069936,2.0,0.9659843296465633,224.0,132.0
1181,Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",59,49.266969,-123.069936,2.0,0.8871203354138605,32.0,27.0
1182,Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",85,49.266969,-123.069936,1.0,0.969854489575231,32.0,12.0
1183,Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",151,49.266969,-123.069936,2.0,0.9312098044051527,28.0,40.0
1184,La Grotta Del Formaggio,8.7,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",205,49.266969,-123.069936,1.0,0.9727001954051336,45.0,51.0
1185,Fratelli Bakery,8.2,"1795 Commercial Dr (2nd Ave), Vancouver BC",202,49.266969,-123.069936,1.0,0.8385915653279201,47.0,35.0
1186,Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",219,49.266969,-123.069936,2.0,0.9814459979890345,93.0,107.0
1187,Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",284,49.266969,-123.069936,2.0,0.9667431845345373,39.0,41.0
1188,Take Thai Home,7.4,"1736 Commercial Dr, Vancouver BC V5N 4A3",232,49.266969,-123.069936,1.0,0.9643148488930204,17.0,12.0
1189,La Mezcaleria,8.6,"1622 Commercial Dr (btwn Graveley & E 1st), Vancouver BC V5L 3Y4",350,49.266969,-123.069936,2.0,0.9704426021134108,142.0,136.0
1190,St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",87,49.263242,-123.070521,2.0,0.9824135379712015,475.0,255.0
1191,Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",120,49.263242,-123.070521,,0.985904270455882,218.0,142.0
1192,Booster Juice,7.6,"2430 Commercial Dr (E. Broadway), Vancouver BC V5N 4B9",85,49.263242,-123.070521,,0.953159682039802,6.0,19.0
1193,Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",143,49.263242,-123.070521,2.0,0.9667431845345373,39.0,41.0
1194,Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",206,49.263242,-123.070521,2.0,0.9814459979890345,93.0,107.0
1195,Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",267,49.263242,-123.070521,2.0,0.9312098044051527,28.0,40.0
1196,Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",302,49.263242,-123.070521,,0.9098670106808825,8.0,9.0
1197,The Burrow,8.4,"2781 Commercial Dr (at E 12th Ave), Vancouver BC V5N 4C5",387,49.263242,-123.070521,2.0,0.9516230008916545,151.0,219.0
1198,Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",340,49.263242,-123.070521,1.0,0.969854489575231,32.0,12.0
1199,Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",370,49.263242,-123.070521,2.0,0.8871203354138605,32.0,27.0
1200,Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",87,49.261403,-123.070102,,0.985904270455882,218.0,142.0
1201,The Burrow,8.4,"2781 Commercial Dr (at E 12th Ave), Vancouver BC V5N 4C5",181,49.261403,-123.070102,2.0,0.9516230008916545,151.0,219.0
1202,Booster Juice,7.6,"2430 Commercial Dr (E. Broadway), Vancouver BC V5N 4B9",170,49.261403,-123.070102,,0.953159682039802,6.0,19.0
1203,St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",261,49.261403,-123.070102,2.0,0.9824135379712015,475.0,255.0
1204,Szechuan Chong Qing Restaurant,7.6,"2808 Commercial Dr (E. 12th Avenue), Vancouver BC V5N 4C6",222,49.261403,-123.070102,2.0,0.9698355182030316,47.0,35.0
1205,Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",335,49.261403,-123.070102,2.0,0.9667431845345373,39.0,41.0
1206,Seasons Bakery,7.5,"2879 Commercial Dr (E 13th), Vancouver BC V5N 0A6",274,49.261403,-123.070102,1.0,0.8663277114833716,8.0,19.0
1207,Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",328,49.261403,-123.070102,,0.9098670106808825,8.0,9.0
1208,Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",401,49.261403,-123.070102,2.0,0.9814459979890345,93.0,107.0
1209,Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",467,49.261403,-123.070102,2.0,0.9312098044051527,28.0,40.0
1210,Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",125,49.261263,-123.073707,,0.9098670106808825,8.0,9.0
1211,Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",257,49.261263,-123.073707,,0.985904270455882,218.0,142.0
1212,The Burrow,8.4,"2781 Commercial Dr (at E 12th Ave), Vancouver BC V5N 4C5",313,49.261263,-123.073707,2.0,0.9516230008916545,151.0,219.0
1213,St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",405,49.261263,-123.073707,2.0,0.9824135379712015,475.0,255.0
1214,Booster Juice,7.6,"2430 Commercial Dr (E. Broadway), Vancouver BC V5N 4B9",355,49.261263,-123.073707,,0.953159682039802,6.0,19.0
1215,Szechuan Chong Qing Restaurant,7.6,"2808 Commercial Dr (E. 12th Avenue), Vancouver BC V5N 4C6",359,49.261263,-123.073707,2.0,0.9698355182030316,47.0,35.0
1216,Seasons Bakery,7.5,"2879 Commercial Dr (E 13th), Vancouver BC V5N 0A6",377,49.261263,-123.073707,1.0,0.8663277114833716,8.0,19.0
1217,Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",456,49.261263,-123.073707,2.0,0.9667431845345373,39.0,41.0
1218,Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",511,49.261263,-123.073707,2.0,0.9814459979890345,93.0,107.0
1219,Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",557,49.261263,-123.073707,2.0,0.9312098044051527,28.0,40.0
1220,Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",510,49.262242,-123.081459,,0.9098670106808825,8.0,9.0
1221,Pizzeria Barbarella,7.9,"654 Broadway E (btwn Fraser & Carolina), Vancouver BC V5T 1X6",597,49.262242,-123.081459,1.0,0.9540133937887727,86.0,60.0
1222,Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",799,49.262242,-123.081459,,0.985904270455882,218.0,142.0
1223,Les Faux Bourgeois,9.1,"663 15th Ave E (at Fraser & Kingsway), Vancouver BC V5T 2R6",823,49.262242,-123.081459,2.0,0.9111570639904384,123.0,121.0
1224,Moe's Home Collection,8.1,"1728 Glen Dr (at Terminal Ave.), Vancouver BC V6A 4L5",782,49.262242,-123.081459,,0.9264669613553148,25.0,18.0
1225,Sal y Limon,8.4,"701 Kingsway (at Fraser St), Vancouver BC V5T 3K6",822,49.262242,-123.081459,1.0,0.9618865132515034,209.0,194.0
1226,Matchstick Coffee,9.0,"639 15th Ave E (at Kingsway), Vancouver BC V5T 2R6",866,49.262242,-123.081459,2.0,0.975526929862837,250.0,236.0
1227,The Gluten Free Epicurean,8.8,"633 15th Ave E (at Kingsway), Vancouver BC V5T 3K5",867,49.262242,-123.081459,1.0,0.856785111267098,32.0,24.0
1228,Osteria Savio Volpe,8.7,"615 Kingsway (Fraser), Vancouver BC V5T 3K5",874,49.262242,-123.081459,2.0,0.9336950541632676,133.0,77.0
1229,The Burrow,8.4,"2781 Commercial Dr (at E 12th Ave), Vancouver BC V5N 4C5",872,49.262242,-123.081459,2.0,0.9516230008916545,151.0,219.0
1230,The Lido,7.5,"518 Broadway E (btwn St George & Carolina), Vancouver BC V5T 1X5",40,49.262321,-123.09306,2.0,0.9693043197814498,12.0,13.0
1231,Kim's Mart,7.6,"511E Broadway E, Vancouver BC V5T 1X4",55,49.262321,-123.09306,,0.9948587581339758,14.0,32.0
1232,Pizzeria Barbarella,7.9,"654 Broadway E (btwn Fraser & Carolina), Vancouver BC V5T 1X6",244,49.262321,-123.09306,1.0,0.9540133937887727,86.0,60.0
1233,Dude Chilling Park,8.9,"400 E 8th Ave (at Guelph Park), Vancouver BC",312,49.262321,-123.09306,,0.9825653089487962,81.0,33.0
1234,Sushiyama,8.3,"371 Broadway E (Brunswick St), Vancouver BC V5T 1W5",304,49.262321,-123.09306,2.0,0.9637077649826412,89.0,127.0
1235,Biltmore Cabaret,8.2,"2755 Prince Edward St (at E 12th Ave), Vancouver BC V5T 0A9",356,49.262321,-123.09306,,0.9638215932158373,163.0,127.0
1236,La Petite Cuillere,8.6,"55 Kingsway (at 8th Ave.), Vancouver BC V5T 3J1",513,49.262321,-123.09306,2.0,0.9030373166891161,54.0,25.0
1237,Nemesis Coffee,8.3,"555 Great Northern Way (btwn Thornton & Carolina), Vancouver BC V5T 1E2",528,49.262321,-123.09306,1.0,0.9890724896131737,87.0,29.0
1238,Main Street Brewing Co,8.2,"261 7th Ave E (at Scotia St), Vancouver BC V5T 0B8",523,49.262321,-123.09306,2.0,0.9431427975185445,211.0,110.0
1239,Osteria Savio Volpe,8.7,"615 Kingsway (Fraser), Vancouver BC V5T 3K5",566,49.262321,-123.09306,2.0,0.9336950541632676,133.0,77.0
1240,Gorilla Surplus,8.2,"1458 Broadway E, Vancouver BC V5N 1V6",221,49.264251,-123.073853,,0.9098670106808825,8.0,9.0
1241,Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",303,49.264251,-123.073853,2.0,0.9667431845345373,39.0,41.0
1242,St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",315,49.264251,-123.073853,2.0,0.9824135379712015,475.0,255.0
1243,Rio Theatre,8.6,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",339,49.264251,-123.073853,,0.985904270455882,218.0,142.0
1244,Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",326,49.264251,-123.073853,2.0,0.9312098044051527,28.0,40.0
1245,Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",318,49.264251,-123.073853,2.0,0.9814459979890345,93.0,107.0
1246,Kishimoto Japanese Kitchen + Sushi Bar,8.5,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",416,49.264251,-123.073853,2.0,0.9659843296465633,224.0,132.0
1247,Booster Juice,7.6,"2430 Commercial Dr (E. Broadway), Vancouver BC V5N 4B9",352,49.264251,-123.073853,,0.953159682039802,6.0,19.0
1248,Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",402,49.264251,-123.073853,2.0,0.8871203354138605,32.0,27.0
1249,Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",381,49.264251,-123.073853,1.0,0.969854489575231,32.0,12.0
1250,Kishimoto Japanese Kitchen + Sushi Bar,8.5,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",285,49.266751,-123.073501,2.0,0.9659843296465633,224.0,132.0
1251,Siddharthas Indian Kitchen,8.1,"2066 Commercial Dr, Vancouver BC V5N 4A9",289,49.266751,-123.073501,2.0,0.8871203354138605,32.0,27.0
1252,Harambee Ethiopian Restaurant,7.8,"2149 Commercial Dr, Vancouver BC V5N 4B3",292,49.266751,-123.073501,2.0,0.9312098044051527,28.0,40.0
1253,Elephant Garden Creamery,7.7,"2080 Commercial Dr, Vancouver BC V5N 4B2",290,49.266751,-123.073501,1.0,0.969854489575231,32.0,12.0
1254,La Grotta Del Formaggio,8.7,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",352,49.266751,-123.073501,1.0,0.9727001954051336,45.0,51.0
1255,Fratelli Bakery,8.2,"1795 Commercial Dr (2nd Ave), Vancouver BC",350,49.266751,-123.073501,1.0,0.8385915653279201,47.0,35.0
1256,Jamjar,8.5,"2280 Commercial Dr at E 7th Ave (at E 7th Ave), Vancouver BC V5N 4B5",380,49.266751,-123.073501,2.0,0.9667431845345373,39.0,41.0
1257,Jj Bean House of Coffee,7.7,"2206 Commercial Dr (at E 6th Ave), Vancouver BC V5N 4B5",342,49.266751,-123.073501,2.0,0.9814459979890345,93.0,107.0
1258,St. Augustine's,8.3,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",439,49.266751,-123.073501,2.0,0.9824135379712015,475.0,255.0
1259,La Mezcaleria,8.6,"1622 Commercial Dr (btwn Graveley & E 1st), Vancouver BC V5L 3Y4",473,49.266751,-123.073501,2.0,0.9704426021134108,142.0,136.0
1260,La Mezcaleria,8.6,"1622 Commercial Dr (btwn Graveley & E 1st), Vancouver BC V5L 3Y4",303,49.270684,-123.073562,2.0,0.9704426021134108,142.0,136.0
1261,Tandoori Palace,8.5,"1439 Commercial Dr (Grant), Vancouver BC V5L 3X8",298,49.270684,-123.073562,2.0,0.8130371269753941,16.0,22.0
1262,Dolce Amore,8.1,"1588 Commercial Dr (at Graveley St), Vancouver BC V5L 3Y2",287,49.270684,-123.073562,1.0,0.9852971865455028,60.0,35.0
1263,Ginger Sushi,8.3,"1437 Commercial Dr (at Grant St.), Vancouver BC V5L 3X8",306,49.270684,-123.073562,2.0,0.9243990817855855,15.0,13.0
1264,La Grotta Del Formaggio,8.7,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",342,49.270684,-123.073562,1.0,0.9727001954051336,45.0,51.0
1265,Strange Fellows Brewing,8.7,"1345 Clark Dr, Vancouver BC V5L 3K9",355,49.270684,-123.073562,2.0,0.9962436683045285,200.0,96.0
1266,Fratelli Bakery,8.2,"1795 Commercial Dr (2nd Ave), Vancouver BC",343,49.270684,-123.073562,1.0,0.8385915653279201,47.0,35.0
1267,Marcello Ristorante & Pizzeria,7.8,"1404 Commercial Dr (at Kitchener St), Vancouver BC V5L 3X9",326,49.270684,-123.073562,2.0,0.9623797689286866,117.0,75.0
1268,Grandview Park,8.5,"1657 Charles St (btwn Commercial & Cotton), Vancouver BC V5L 2T4",394,49.270684,-123.073562,,0.9729278518715259,101.0,20.0
1269,Take Thai Home,7.4,"1736 Commercial Dr, Vancouver BC V5N 4A3",343,49.270684,-123.073562,1.0,0.9643148488930204,17.0,12.0
1270,Grandview Park,8.5,"1657 Charles St (btwn Commercial & Cotton), Vancouver BC V5L 2T4",219,49.2731,-123.0732,,0.9729278518715259,101.0,20.0
1271,Biercraft,8.7,"1191 Commercial Dr, Vancouver BC V5L 3X3",270,49.2731,-123.0732,3.0,0.330291589990704,173.0,118.0
1272,Havana,8.3,"1212 Commercial Dr (btwn William & Charles), Vancouver BC V5L 3X4",277,49.2731,-123.0732,2.0,0.972017226005957,237.0,191.0
1273,Tandoori Palace,8.5,"1439 Commercial Dr (Grant), Vancouver BC V5L 3X8",299,49.2731,-123.0732,2.0,0.8130371269753941,16.0,22.0
1274,Ginger Sushi,8.3,"1437 Commercial Dr (at Grant St.), Vancouver BC V5L 3X8",298,49.2731,-123.0732,2.0,0.9243990817855855,15.0,13.0
1275,Strange Fellows Brewing,8.7,"1345 Clark Dr, Vancouver BC V5L 3K9",326,49.2731,-123.0732,2.0,0.9962436683045285,200.0,96.0
1276,Sula Indian Restaurant,8.3,"1128 Commercial Dr, Vancouver BC V5L 3X2",308,49.2731,-123.0732,2.0,0.9481512397791733,23.0,17.0
1277,Marcello Ristorante & Pizzeria,7.8,"1404 Commercial Dr (at Kitchener St), Vancouver BC V5L 3X9",285,49.2731,-123.0732,2.0,0.9623797689286866,117.0,75.0
1278,Britannia Arena,8.0,"1661 Napier St (Commercial dr), Vancouver BC",354,49.2731,-123.0732,,0.9306216918669727,13.0,9.0
1279,The Lunch Lady,7.7,"1046 Commercial Dr (Napier St), Vancouver BC V5L 3W9",347,49.2731,-123.0732,2.0,0.9836277057919599,54.0,14.0
1280,Anh and Chi,8.9,"3388 Main St, Vancouver BC V5V 3M7",40,49.254667,-123.101389,2.0,0.981521883477832,153.0,89.0
1281,Welk's Mart,8.6,"3511 Main St, Vancouver BC V5V 3N4",127,49.254667,-123.101389,,0.9756597294682324,18.0,50.0
1282,Toshi Sushi,8.6,"181E 16th Ave E (at Main St.), Vancouver BC V5T 4R2",222,49.254667,-123.101389,2.0,0.9550757906319364,111.0,104.0
1283,The Soap Dispensary,9.0,"3718 Main St (E 21st Ave), Vancouver BC V5V 3N7",248,49.254667,-123.101389,,0.9382481834911119,13.0,23.0
1284,Cultivate Tea,8.4,"3623 Main St, Vancouver BC V5V 3N6",238,49.254667,-123.101389,2.0,0.1953482195367191,9.0,21.0
1285,Kwong Chow Congee & Noodle House,7.6,"3163 Main St (btwn E 16th & E 15th Ave.), Vancouver BC V5T 3G8",252,49.254667,-123.101389,1.0,0.9694940335034433,47.0,38.0
1286,Pho Goodness,8.5,"3079 Main St, Vancouver BC V5T 3G6",338,49.254667,-123.101389,2.0,0.9742558479254805,14.0,18.0
1287,Brewery Creek Cold Beer & Wine Store,8.5,"3045 Main St (14th Ave), Vancouver BC V5T 3G6",361,49.254667,-123.101389,,0.9046878260704597,13.0,40.0
1288,Front and Co,7.6,"3772 Main St (at E. 22nd Ave.), Vancouver BC V5V 3N7",369,49.254667,-123.101389,,0.9517747718692493,40.0,53.0
1289,Mt. Pleasant Park,8.2,"32 16th Ave W, Vancouver BC V5Y 1Y6",422,49.254667,-123.101389,,0.989679573523553,82.0,33.0
1290,Pho Goodness,8.5,"3079 Main St, Vancouver BC V5T 3G6",359,49.256694,-123.096579,2.0,0.9742558479254805,14.0,18.0
1291,Anh and Chi,8.9,"3388 Main St, Vancouver BC V5V 3M7",381,49.256694,-123.096579,2.0,0.981521883477832,153.0,89.0
1292,Brewery Creek Cold Beer & Wine Store,8.5,"3045 Main St (14th Ave), Vancouver BC V5T 3G6",370,49.256694,-123.096579,,0.9046878260704597,13.0,40.0
1293,Los Cuervos Taqueria & Cantina,8.6,"603 Kingsway, Vancouver BC V5T 3K5",389,49.256694,-123.096579,1.0,0.9180816148432016,38.0,54.0
1294,Toshi Sushi,8.6,"181E 16th Ave E (at Main St.), Vancouver BC V5T 4R2",393,49.256694,-123.096579,2.0,0.9550757906319364,111.0,104.0
1295,Osteria Savio Volpe,8.7,"615 Kingsway (Fraser), Vancouver BC V5T 3K5",413,49.256694,-123.096579,2.0,0.9336950541632676,133.0,77.0
1296,Biltmore Cabaret,8.2,"2755 Prince Edward St (at E 12th Ave), Vancouver BC V5T 0A9",391,49.256694,-123.096579,,0.9638215932158373,163.0,127.0
1297,49th Parallel Coffee Roast,8.6,"2902 Main St (at E 13th Ave), Vancouver BC V5T 3G3",416,49.256694,-123.096579,2.0,0.9715429417009732,900.0,562.0
1298,Kwong Chow Congee & Noodle House,7.6,"3163 Main St (btwn E 16th & E 15th Ave.), Vancouver BC V5T 3G8",346,49.256694,-123.096579,1.0,0.9694940335034433,47.0,38.0
1299,Matchstick Coffee,9.0,"639 15th Ave E (at Kingsway), Vancouver BC V5T 2R6",450,49.256694,-123.096579,2.0,0.975526929862837,250.0,236.0
1300,Biltmore Cabaret,8.2,"2755 Prince Edward St (at E 12th Ave), Vancouver BC V5T 0A9",209,49.258352,-123.096337,,0.9638215932158373,163.0,127.0
1301,49th Parallel Coffee Roast,8.6,"2902 Main St (at E 13th Ave), Vancouver BC V5T 3G3",345,49.258352,-123.096337,2.0,0.9715429417009732,900.0,562.0
1302,Brewery Creek Cold Beer & Wine Store,8.5,"3045 Main St (14th Ave), Vancouver BC V5T 3G6",365,49.258352,-123.096337,,0.9046878260704597,13.0,40.0
1303,Pho Goodness,8.5,"3079 Main St, Vancouver BC V5T 3G6",366,49.258352,-123.096337,2.0,0.9742558479254805,14.0,18.0
1304,Los Cuervos Taqueria & Cantina,8.6,"603 Kingsway, Vancouver BC V5T 3K5",379,49.258352,-123.096337,1.0,0.9180816148432016,38.0,54.0
1305,Osteria Savio Volpe,8.7,"615 Kingsway (Fraser), Vancouver BC V5T 3K5",402,49.258352,-123.096337,2.0,0.9336950541632676,133.0,77.0
1306,JJ Bean Coffee Roasters,7.5,"3010 Main St (at E 14th Ave.), Vancouver BC V5T 3G5",331,49.258352,-123.096337,2.0,0.9551516761207338,146.0,105.0
1307,Matchstick Coffee,9.0,"639 15th Ave E (at Kingsway), Vancouver BC V5T 2R6",454,49.258352,-123.096337,2.0,0.975526929862837,250.0,236.0
1308,The Gluten Free Epicurean,8.8,"633 15th Ave E (at Kingsway), Vancouver BC V5T 3K5",451,49.258352,-123.096337,1.0,0.856785111267098,32.0,24.0
1309,Toshi Sushi,8.6,"181E 16th Ave E (at Main St.), Vancouver BC V5T 4R2",453,49.258352,-123.096337,2.0,0.9550757906319364,111.0,104.0
1310,Los Cuervos Taqueria & Cantina,8.6,"603 Kingsway, Vancouver BC V5T 3K5",192,49.258817,-123.092797,1.0,0.9180816148432016,38.0,54.0
1311,Osteria Savio Volpe,8.7,"615 Kingsway (Fraser), Vancouver BC V5T 3K5",204,49.258817,-123.092797,2.0,0.9336950541632676,133.0,77.0
1312,Matchstick Coffee,9.0,"639 15th Ave E (at Kingsway), Vancouver BC V5T 2R6",261,49.258817,-123.092797,2.0,0.975526929862837,250.0,236.0
