,names,ratings,locations,latitude,longitude
2647,The Watson,5.0,3080 Main Street,49.26151,-123.089413
2648,Dog Meister,5.0,2949 Main Street,49.26151,-123.089413
2649,Zarak By Afghan Kitchen,4.5,2102 Main Street,49.26151,-123.089413
2650,Sushi Hil,4.5,3330 Main Street,49.26151,-123.089413
2651,Carp,4.5,2516 Prince Edward Street,49.26151,-123.089413
2652,Tatta Chulha,4.5,147 E Broadway,49.26151,-123.089413
2653,Key Party,4.5,2303 Main Street,49.26151,-123.089413
2654,Published On Main,4.5,3593 Main Street,49.26151,-123.089413
2655,Level V Bakery,4.5,39 Kingsway,49.26151,-123.089413
2656,Melo Patisserie,4.5,154 E 8th Avenue,49.26151,-123.089413
2657,Beta5 Chocolates,4.5,413 Industrial Avenue,49.26151,-123.089413
2658,Earnest Ice Cream,4.5,1829 Quebec Street,49.26151,-123.089413
2659,AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.26151,-123.089413
2660,Golftec,5.0,763 Terminal Avenue,49.263382,-123.088837
2661,Quizine Kitchen,5.0,1155 East Broadway,49.263382,-123.088837
2662,Cookies of Course,5.0,,49.263382,-123.088837
2663,Camion Cafe,5.0,,49.263382,-123.088837
2664,L'atelier Patisserie,4.5,599 East Broadway,49.263382,-123.088837
2665,Rolling Cashew,4.5,401 Industrial Avenue,49.263382,-123.088837
2666,Superbaba,4.5,2419 Main St,49.263382,-123.088837
2667,The Watson,5.0,3080 Main Street,49.263382,-123.088837
2668,Dog Meister,5.0,2949 Main Street,49.263382,-123.088837
2669,Zarak By Afghan Kitchen,4.5,2102 Main Street,49.263382,-123.088837
2670,Sushi Hil,4.5,3330 Main Street,49.263382,-123.088837
2671,Carp,4.5,2516 Prince Edward Street,49.263382,-123.088837
2672,Tatta Chulha,4.5,147 E Broadway,49.263382,-123.088837
2673,Key Party,4.5,2303 Main Street,49.263382,-123.088837
2674,Level V Bakery,4.5,39 Kingsway,49.263382,-123.088837
2675,Melo Patisserie,4.5,154 E 8th Avenue,49.263382,-123.088837
2676,Beta5 Chocolates,4.5,413 Industrial Avenue,49.263382,-123.088837
2677,AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.263382,-123.088837
2678,Courtside,4.5,2415 Main Street,49.263382,-123.088837
2679,Dude Chilling Park,4.5,2390 Brunswick Street,49.263382,-123.088837
2680,Quizine Kitchen,5.0,1155 East Broadway,49.261353,-123.085333
2681,Cookies of Course,5.0,,49.261353,-123.085333
2682,Camion Cafe,5.0,,49.261353,-123.085333
2683,L'atelier Patisserie,4.5,599 East Broadway,49.261353,-123.085333
2684,Rolling Cashew,4.5,401 Industrial Avenue,49.261353,-123.085333
2685,Carp,4.5,2516 Prince Edward Street,49.261353,-123.085333
2686,Beta5 Chocolates,4.5,413 Industrial Avenue,49.261353,-123.085333
2687,AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.261353,-123.085333
2688,Dude Chilling Park,4.5,2390 Brunswick Street,49.261353,-123.085333
2689,Kafka's Coffee & Tea,4.5,120-577 Great Northern Way,49.261353,-123.085333
2690,Fassil Ethiopian Restaurant,4.5,736 Broadway E,49.261353,-123.085333
2691,Milkyway Pastry,5.0,417 industrial Avenue,49.261353,-123.085333
2692,Vancouver Soup,4.5,292 East 1st Avenue,49.261353,-123.085333
2693,Van 168 Coffee,4.5,888 Kingsway,49.261353,-123.085333
2694,Billy Button Dessert Bar,5.0,3568 Fraser Street,49.261353,-123.085333
2695,The Peri Peri Shack,4.5,724 Kingsway,49.261353,-123.085333
2696,The Hide Out Diner,4.5,101-1951 Glen Drive,49.261353,-123.085333
2697,Hail Mary's,4.5,670 E Broadway,49.261353,-123.085333
2698,The Farmhouse,4.5,352 East 10th Avenue,49.261353,-123.085333
2699,Casa Della Pasta,4.0,302 Industrial Avenue,49.261353,-123.085333
2700,Golftec,5.0,763 Terminal Avenue,49.264466,-123.085183
2701,Quizine Kitchen,5.0,1155 East Broadway,49.264466,-123.085183
2702,Cookies of Course,5.0,,49.264466,-123.085183
2703,Camion Cafe,5.0,,49.264466,-123.085183
2704,L'atelier Patisserie,4.5,599 East Broadway,49.264466,-123.085183
2705,Rolling Cashew,4.5,401 Industrial Avenue,49.264466,-123.085183
2706,Carp,4.5,2516 Prince Edward Street,49.264466,-123.085183
2707,Beta5 Chocolates,4.5,413 Industrial Avenue,49.264466,-123.085183
2708,AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.264466,-123.085183
2709,Dude Chilling Park,4.5,2390 Brunswick Street,49.264466,-123.085183
2710,To Dine For Eatery,4.5,333 Terminal Avenue,49.264466,-123.085183
2711,Kafka's Coffee & Tea,4.5,120-577 Great Northern Way,49.264466,-123.085183
2712,Fassil Ethiopian Restaurant,4.5,736 Broadway E,49.264466,-123.085183
2713,When Pigs Fly Pastries,5.0,,49.264466,-123.085183
2714,Milkyway Pastry,5.0,417 industrial Avenue,49.264466,-123.085183
2715,Vancouver Soup,4.5,292 East 1st Avenue,49.264466,-123.085183
2716,The Peri Peri Shack,4.5,724 Kingsway,49.264466,-123.085183
2717,The Hide Out Diner,4.5,101-1951 Glen Drive,49.264466,-123.085183
2718,Hail Mary's,4.5,670 E Broadway,49.264466,-123.085183
2719,The Farmhouse,4.5,352 East 10th Avenue,49.264466,-123.085183
2720,mizu sushi co.,5.0,1507 Powell Street,49.280197,-123.065859
2721,Urban Tadka,5.0,1370 E Georgia St,49.280197,-123.065859
2722,WA-2!,5.0,1795 Powell Street,49.280197,-123.065859
2723,Viet Family- The Vegan House,5.0,1431 Commercial Drive,49.280197,-123.065859
2724,Royal Palace Seafood,5.0,2163 East Hastings Street,49.280197,-123.065859
2725,Burdy,5.0,1216 Franklin Street,49.280197,-123.065859
2726,Antojos y Sabores,5.0,1370 East Georgia Street,49.280197,-123.065859
2727,Brick N Cheese,5.0,1370 E georgia Street,49.280197,-123.065859
2728,Angelove Bubble Tea,4.5,2228 E Hastings St,49.280197,-123.065859
2729,Henry's Hip Eats,4.5,150-1507 Powell Street,49.280197,-123.065859
2730,Renzullo Food Market,4.5,1370 Nanaimo Street,49.280197,-123.065859
2731,Nonna's Cucina,4.5,2166 East Hastings Street,49.280197,-123.065859
2732,Caffe La Tana,4.5,635 Commercial Drive,49.280197,-123.065859
2733,Oidé Coffee,4.5,550 Clark Drive,49.280197,-123.065859
2734,Elephant,4.5,1879 Powell Street,49.280197,-123.065859
2735,Odd Society Spirits,4.5,1725 Powell Street,49.280197,-123.065859
2736,Mogu Fried Chicken,4.5,1012 Commercial Drive,49.280197,-123.065859
2737,Earnest Ice Cream,4.5,1485 Frances Street,49.280197,-123.065859
2738,Yan Bakery,4.5,2070 East Hastings Street,49.280197,-123.065859
2739,Vancouver Best Cookies,4.5,1507 Powell Street,49.280197,-123.065859
2740,Hariyali Express Indian Cuisine & Bar,5.0,2066 Commercial Drive,49.266725,-123.065925
2741,Viet Family- The Vegan House,5.0,1431 Commercial Drive,49.266725,-123.065925
2742,Giancarlo's Sports Bar,5.0,1865 Commercial Drive,49.266725,-123.065925
2743,Renzullo Food Market,4.5,1370 Nanaimo Street,49.266725,-123.065925
2744,Mogu Fried Chicken,4.5,1012 Commercial Drive,49.266725,-123.065925
2745,Cozen,4.5,1441 Commercial Drive,49.266725,-123.065925
2746,B House,4.5,2270 Commercial Drive,49.266725,-123.065925
2747,The Bench Bakehouse,4.5,100-1641 Commercial Drive,49.266725,-123.065925
2748,Mediterranean Specialty Foods,4.5,1824 Commercial Drive,49.266725,-123.065925
2749,Chai Wagon,4.5,,49.266725,-123.065925
2750,Elephant Garden Creamery,4.5,2080 Commercial Dr,49.266725,-123.065925
2751,Dolce Amore,4.5,1588 Commercial Drive,49.266725,-123.065925
2752,Parade of the Lost Souls,4.5,Grandview Park,49.266725,-123.065925
2753,Oh Sweet Day,4.5,1706 E 1st Avenue,49.266725,-123.065925
2754,La Grotta Del Formaggio,4.5,1791 Commercial Drive,49.266725,-123.065925
2755,Kishimoto Japanese Kitchen,4.5,2054 Commercial Drive,49.266725,-123.065925
2756,To Live For Bakery,4.5,1508 Nanaimo Street,49.266725,-123.065925
2757,Vancity Fried Chicken,4.5,1678 Commercial Drive,49.266725,-123.065925
2758,Truck Stop Cafe,4.5,1046 Clark Drive,49.266725,-123.065925
2759,Juno Provisions,4.0,2247 Commercial Dr,49.266725,-123.065925
2760,Hariyali Express Indian Cuisine & Bar,5.0,2066 Commercial Drive,49.261188,-123.066009
2761,Giancarlo's Sports Bar,5.0,1865 Commercial Drive,49.261188,-123.066009
2762,B House,4.5,2270 Commercial Drive,49.261188,-123.066009
2763,The Bench Bakehouse,4.5,100-1641 Commercial Drive,49.261188,-123.066009
2764,Mediterranean Specialty Foods,4.5,1824 Commercial Drive,49.261188,-123.066009
2765,Chai Wagon,4.5,,49.261188,-123.066009
2766,Elephant Garden Creamery,4.5,2080 Commercial Dr,49.261188,-123.066009
2767,Oh Sweet Day,4.5,1706 E 1st Avenue,49.261188,-123.066009
2768,La Grotta Del Formaggio,4.5,1791 Commercial Drive,49.261188,-123.066009
2769,Kishimoto Japanese Kitchen,4.5,2054 Commercial Drive,49.261188,-123.066009
2770,Vancity Fried Chicken,4.5,1678 Commercial Drive,49.261188,-123.066009
2771,Juno Provisions,4.0,2247 Commercial Dr,49.261188,-123.066009
2772,Gojo Café,4.0,2838 Commercial Drive,49.261188,-123.066009
2773,La Pache Pizza,4.0,2080 Commercial Drive,49.261188,-123.066009
2774,Flourist,4.0,3433 Commercial Street,49.261188,-123.066009
2775,Chance Cafe,4.0,3424 Commercial Street,49.261188,-123.066009
2776,Grounds For Coffee,4.0,2088 Commercial Drive,49.261188,-123.066009
2777,Baby Dhal Roti Shop,4.0,2707 Commercial Drive,49.261188,-123.066009
2778,Kokomo,5.0,3435 Commercial Street,49.261188,-123.066009
2779,John Hendry Trout Lake Park,5.0,3300 Victoria Drive,49.261188,-123.066009
2780,B House,4.5,2270 Commercial Drive,49.256857,-123.065646
2781,Chai Wagon,4.5,,49.256857,-123.065646
2782,Ashiana Tandoori Restaurant,4.5,1440 Kingsway Street,49.256857,-123.065646
2783,Do Chay,4.5,1392 Kingsway,49.256857,-123.065646
2784,Falafel Cafe,4.5,1385 Kingsway,49.256857,-123.065646
2785,Knight Street Cafe,4.5,3911 Knight Street,49.256857,-123.065646
2786,Pink Peppercorn Seafood House,4.5,1485 Kingsway,49.256857,-123.065646
2787,Po Kong Vegetarian Restaurant,4.0,1334 Kingsway Avenue,49.256857,-123.065646
2788,Juno Provisions,4.0,2247 Commercial Dr,49.256857,-123.065646
2789,Gojo Café,4.0,2838 Commercial Drive,49.256857,-123.065646
2790,Grace of India,4.0,1284 Kingsway,49.256857,-123.065646
2791,Flourist,4.0,3433 Commercial Street,49.256857,-123.065646
2792,Chance Cafe,4.0,3424 Commercial Street,49.256857,-123.065646
2793,Trung Nguyen Cafe,4.0,1441 Kingsway,49.256857,-123.065646
2794,Sun Bo Kong Vegetarian Restaurant,4.0,1363 Kingsway,49.256857,-123.065646
2795,Thu Hien Deli & Sandwich Shop,4.0,1388 Kingsway,49.256857,-123.065646
2796,Baby Dhal Roti Shop,4.0,2707 Commercial Drive,49.256857,-123.065646
2797,Kokomo,5.0,3435 Commercial Street,49.256857,-123.065646
2798,"Peaceable Kingdom, by Tom Dean",5.0,4078 Knight Street,49.256857,-123.065646
2799,John Hendry Trout Lake Park,5.0,3300 Victoria Drive,49.256857,-123.065646
2800,mizu sushi co.,5.0,1507 Powell Street,49.283986,-123.065264
2801,Urban Tadka,5.0,1370 E Georgia St,49.283986,-123.065264
2802,WA-2!,5.0,1795 Powell Street,49.283986,-123.065264
2803,Royal Palace Seafood,5.0,2163 East Hastings Street,49.283986,-123.065264
2804,Burdy,5.0,1216 Franklin Street,49.283986,-123.065264
2805,Antojos y Sabores,5.0,1370 East Georgia Street,49.283986,-123.065264
2806,Brick N Cheese,5.0,1370 E georgia Street,49.283986,-123.065264
2807,Angelove Bubble Tea,4.5,2228 E Hastings St,49.283986,-123.065264
2808,Henry's Hip Eats,4.5,150-1507 Powell Street,49.283986,-123.065264
2809,Nonna's Cucina,4.5,2166 East Hastings Street,49.283986,-123.065264
2810,Caffe La Tana,4.5,635 Commercial Drive,49.283986,-123.065264
2811,Oidé Coffee,4.5,550 Clark Drive,49.283986,-123.065264
2812,Elephant,4.5,1879 Powell Street,49.283986,-123.065264
2813,Odd Society Spirits,4.5,1725 Powell Street,49.283986,-123.065264
2814,Mogu Fried Chicken,4.5,1012 Commercial Drive,49.283986,-123.065264
2815,Earnest Ice Cream,4.5,1485 Frances Street,49.283986,-123.065264
2816,Yan Bakery,4.5,2070 East Hastings Street,49.283986,-123.065264
2817,Vancouver Best Cookies,4.5,1507 Powell Street,49.283986,-123.065264
2818,Vankoshary Eats,4.5,1205 East Hastings Street,49.283986,-123.065264
2819,Absinthe Bistro,4.5,952 Commercial Drive,49.283986,-123.065264
2820,Quizine Kitchen,5.0,1155 East Broadway,49.257985,-123.083366
2821,WA-2!,5.0,1795 Powell Street,49.257985,-123.083366
2822,Camion Cafe,5.0,,49.257985,-123.083366
2823,L'atelier Patisserie,4.5,599 East Broadway,49.257985,-123.083366
2824,Rolling Cashew,4.5,401 Industrial Avenue,49.257985,-123.083366
2825,Farm Ventures,5.0,713 Sullivan Road,49.257985,-123.083366
2826,The Real Patty Co,5.0,,49.257985,-123.083366
2827,Whistler Eco Tours,5.0,4308 Main Street,49.257985,-123.083366
2828,Ashiana Tandoori Restaurant,4.5,1440 Kingsway Street,49.257985,-123.083366
2829,Carp,4.5,2516 Prince Edward Street,49.257985,-123.083366
2830,Do Chay,4.5,1392 Kingsway,49.257985,-123.083366
2831,Batard Boulangerie & Cafe Moderne,4.5,3958 Fraser Street,49.257985,-123.083366
2832,Dude Chilling Park,4.5,2390 Brunswick Street,49.257985,-123.083366
2833,Falafel Cafe,4.5,1385 Kingsway,49.257985,-123.083366
2834,Knight Street Cafe,4.5,3911 Knight Street,49.257985,-123.083366
2835,Earnest Ice Cream,4.5,3992 Fraser Street,49.257985,-123.083366
2836,Pink Peppercorn Seafood House,4.5,1485 Kingsway,49.257985,-123.083366
2837,Fassil Ethiopian Restaurant,4.5,736 Broadway E,49.257985,-123.083366
2838,Van 168 Coffee,4.5,888 Kingsway,49.257985,-123.083366
2839,Billy Button Dessert Bar,5.0,3568 Fraser Street,49.257985,-123.083366
2840,Quizine Kitchen,5.0,1155 East Broadway,49.257939,-123.089531
2841,WA-2!,5.0,1795 Powell Street,49.257939,-123.089531
2842,Camion Cafe,5.0,,49.257939,-123.089531
2843,Ramen Kounotori,4.5,3950 Main Street,49.257939,-123.089531
2844,L'atelier Patisserie,4.5,599 East Broadway,49.257939,-123.089531
2845,Rolling Cashew,4.5,401 Industrial Avenue,49.257939,-123.089531
2846,Superbaba,4.5,2419 Main St,49.257939,-123.089531
2847,Suyo Modern Peruvian,4.5,3475 Main Street,49.257939,-123.089531
2848,Paper Cone Desserts,4.5,3623 Main Street,49.257939,-123.089531
2849,Farm Ventures,5.0,713 Sullivan Road,49.257939,-123.089531
2850,The Real Patty Co,5.0,,49.257939,-123.089531
2851,The Watson,5.0,3080 Main Street,49.257939,-123.089531
2852,Whistler Eco Tours,5.0,4308 Main Street,49.257939,-123.089531
2853,Dog Meister,5.0,2949 Main Street,49.257939,-123.089531
2854,Zarak By Afghan Kitchen,4.5,2102 Main Street,49.257939,-123.089531
2855,Sushi Hil,4.5,3330 Main Street,49.257939,-123.089531
2856,Carp,4.5,2516 Prince Edward Street,49.257939,-123.089531
2857,Tatta Chulha,4.5,147 E Broadway,49.257939,-123.089531
2858,Key Party,4.5,2303 Main Street,49.257939,-123.089531
2859,Published On Main,4.5,3593 Main Street,49.257939,-123.089531
2860,Quizine Kitchen,5.0,1155 East Broadway,49.256496,-123.075426
2861,WA-2!,5.0,1795 Powell Street,49.256496,-123.075426
2862,Rolling Cashew,4.5,401 Industrial Avenue,49.256496,-123.075426
2863,B House,4.5,2270 Commercial Drive,49.256496,-123.075426
2864,Farm Ventures,5.0,713 Sullivan Road,49.256496,-123.075426
2865,The Real Patty Co,5.0,,49.256496,-123.075426
2866,Whistler Eco Tours,5.0,4308 Main Street,49.256496,-123.075426
2867,Chai Wagon,4.5,,49.256496,-123.075426
2868,Ashiana Tandoori Restaurant,4.5,1440 Kingsway Street,49.256496,-123.075426
2869,Do Chay,4.5,1392 Kingsway,49.256496,-123.075426
2870,Falafel Cafe,4.5,1385 Kingsway,49.256496,-123.075426
2871,Knight Street Cafe,4.5,3911 Knight Street,49.256496,-123.075426
2872,Pink Peppercorn Seafood House,4.5,1485 Kingsway,49.256496,-123.075426
2873,Fassil Ethiopian Restaurant,4.5,736 Broadway E,49.256496,-123.075426
2874,Van 168 Coffee,4.5,888 Kingsway,49.256496,-123.075426
2875,Po Kong Vegetarian Restaurant,4.0,1334 Kingsway Avenue,49.256496,-123.075426
2876,Juno Provisions,4.0,2247 Commercial Dr,49.256496,-123.075426
2877,Gojo Café,4.0,2838 Commercial Drive,49.256496,-123.075426
2878,Grace of India,4.0,1284 Kingsway,49.256496,-123.075426
2879,Flourist,4.0,3433 Commercial Street,49.256496,-123.075426
2880,mizu sushi co.,5.0,1507 Powell Street,49.283236,-123.070443
2881,Urban Tadka,5.0,1370 E Georgia St,49.283236,-123.070443
2882,WA-2!,5.0,1795 Powell Street,49.283236,-123.070443
2883,Royal Palace Seafood,5.0,2163 East Hastings Street,49.283236,-123.070443
2884,Burdy,5.0,1216 Franklin Street,49.283236,-123.070443
2885,Antojos y Sabores,5.0,1370 East Georgia Street,49.283236,-123.070443
2886,Brick N Cheese,5.0,1370 E georgia Street,49.283236,-123.070443
2887,Angelove Bubble Tea,4.5,2228 E Hastings St,49.283236,-123.070443
2888,Henry's Hip Eats,4.5,150-1507 Powell Street,49.283236,-123.070443
2889,Nonna's Cucina,4.5,2166 East Hastings Street,49.283236,-123.070443
2890,Caffe La Tana,4.5,635 Commercial Drive,49.283236,-123.070443
2891,Oidé Coffee,4.5,550 Clark Drive,49.283236,-123.070443
2892,Elephant,4.5,1879 Powell Street,49.283236,-123.070443
2893,Odd Society Spirits,4.5,1725 Powell Street,49.283236,-123.070443
2894,VV Tapas Lounge,4.5,957 E Hastings Street,49.283236,-123.070443
2895,Mogu Fried Chicken,4.5,1012 Commercial Drive,49.283236,-123.070443
2896,Earnest Ice Cream,4.5,1485 Frances Street,49.283236,-123.070443
2897,Yan Bakery,4.5,2070 East Hastings Street,49.283236,-123.070443
2898,Vancouver Best Cookies,4.5,1507 Powell Street,49.283236,-123.070443
2899,Vankoshary Eats,4.5,1205 East Hastings Street,49.283236,-123.070443
2900,Golftec,5.0,763 Terminal Avenue,49.267266,-123.090786
2901,Quizine Kitchen,5.0,1155 East Broadway,49.267266,-123.090786
2902,Cookies of Course,5.0,,49.267266,-123.090786
2903,Camion Cafe,5.0,,49.267266,-123.090786
2904,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.267266,-123.090786
2905,L'atelier Patisserie,4.5,599 East Broadway,49.267266,-123.090786
2906,Le Petit Belge,4.5,1007 Main Street,49.267266,-123.090786
2907,Rolling Cashew,4.5,401 Industrial Avenue,49.267266,-123.090786
2908,Superbaba,4.5,2419 Main St,49.267266,-123.090786
2909,TAKE URBAN,4.5,1019 Main St,49.267266,-123.090786
2910,Dog Meister,5.0,2949 Main Street,49.267266,-123.090786
2911,Zarak By Afghan Kitchen,4.5,2102 Main Street,49.267266,-123.090786
2912,Carp,4.5,2516 Prince Edward Street,49.267266,-123.090786
2913,Tatta Chulha,4.5,147 E Broadway,49.267266,-123.090786
2914,Key Party,4.5,2303 Main Street,49.267266,-123.090786
2915,Level V Bakery,4.5,39 Kingsway,49.267266,-123.090786
2916,Melo Patisserie,4.5,154 E 8th Avenue,49.267266,-123.090786
2917,Beta5 Chocolates,4.5,413 Industrial Avenue,49.267266,-123.090786
2918,Earnest Ice Cream,4.5,1829 Quebec Street,49.267266,-123.090786
2919,AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.267266,-123.090786
2920,Golftec,5.0,763 Terminal Avenue,49.265242,-123.095577
2921,Cookies of Course,5.0,,49.265242,-123.095577
2922,Camion Cafe,5.0,,49.265242,-123.095577
2923,Mount Pleasant Park,5.0,3161 Ontario Street,49.265242,-123.095577
2924,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.265242,-123.095577
2925,L'atelier Patisserie,4.5,599 East Broadway,49.265242,-123.095577
2926,Honolulu Coffee,4.5,97 West 2nd Avenue,49.265242,-123.095577
2927,Rolling Cashew,4.5,401 Industrial Avenue,49.265242,-123.095577
2928,Cilantro Indian Cuisine,4.5,189 W Broadway,49.265242,-123.095577
2929,Superbaba,4.5,2419 Main St,49.265242,-123.095577
2930,The Watson,5.0,3080 Main Street,49.265242,-123.095577
2931,Dog Meister,5.0,2949 Main Street,49.265242,-123.095577
2932,Taco Nori Sushi Tacos,4.5,,49.265242,-123.095577
2933,Zarak By Afghan Kitchen,4.5,2102 Main Street,49.265242,-123.095577
2934,Jonathan Rogers Park,4.5,110 7 Avenue W,49.265242,-123.095577
2935,Carp,4.5,2516 Prince Edward Street,49.265242,-123.095577
2936,Tatta Chulha,4.5,147 E Broadway,49.265242,-123.095577
2937,Key Party,4.5,2303 Main Street,49.265242,-123.095577
2938,Level V Bakery,4.5,39 Kingsway,49.265242,-123.095577
2939,Melo Patisserie,4.5,154 E 8th Avenue,49.265242,-123.095577
2940,Golftec,5.0,763 Terminal Avenue,49.265213,-123.090785
2941,Quizine Kitchen,5.0,1155 East Broadway,49.265213,-123.090785
2942,Cookies of Course,5.0,,49.265213,-123.090785
2943,Camion Cafe,5.0,,49.265213,-123.090785
2944,Blaze Gourmet Burgers,4.5,43 E 5th Avenue,49.265213,-123.090785
2945,L'atelier Patisserie,4.5,599 East Broadway,49.265213,-123.090785
2946,Rolling Cashew,4.5,401 Industrial Avenue,49.265213,-123.090785
2947,Superbaba,4.5,2419 Main St,49.265213,-123.090785
2948,The Watson,5.0,3080 Main Street,49.265213,-123.090785
2949,Dog Meister,5.0,2949 Main Street,49.265213,-123.090785
2950,Zarak By Afghan Kitchen,4.5,2102 Main Street,49.265213,-123.090785
2951,Carp,4.5,2516 Prince Edward Street,49.265213,-123.090785
2952,Tatta Chulha,4.5,147 E Broadway,49.265213,-123.090785
2953,Key Party,4.5,2303 Main Street,49.265213,-123.090785
2954,Level V Bakery,4.5,39 Kingsway,49.265213,-123.090785
2955,Melo Patisserie,4.5,154 E 8th Avenue,49.265213,-123.090785
2956,Beta5 Chocolates,4.5,413 Industrial Avenue,49.265213,-123.090785
2957,Earnest Ice Cream,4.5,1829 Quebec Street,49.265213,-123.090785
2958,AJ's Brooklyn Pizza Joint,4.5,325 East Broadway,49.265213,-123.090785
2959,Courtside,4.5,2415 Main Street,49.265213,-123.090785
2960,Siwash Rock,4.5,Stanley Park Drive,49.302577,-123.155616
2961,Third Beach,4.5,Ferguson Point,49.302577,-123.155616
2962,Lovers Walk Trail,5.0,Lovers Walk,49.302577,-123.155616
2963,Teahouse in Stanley Park,4.0,7501 Stanley Park Drive,49.302577,-123.155616
2964,Hollow Tree,4.5,Stanley Park Drive,49.302577,-123.155616
2965,Stanley Park 2nd Beach Picnic Area,3.5,Ceperly 2nd Beach,49.302577,-123.155616
2966,Air India Memorial,4.0,8768 Stanley Park Drive,49.302577,-123.155616
2967,Pauline Johnson Monument,4.0,Stanley Park Drive,49.302577,-123.155616
2968,Third Beach Concession,1.5,7495 Stanley Park Drive,49.302577,-123.155616
2969,Golftec,5.0,763 Terminal Avenue,49.277595,-123.09583
2970,Johnny's Pops,5.0,,49.277595,-123.09583
2971,The Garden Strathcona,5.0,868 E Hastings Street,49.277595,-123.09583
2972,Prototype Coffee,5.0,883 East Hastings Street,49.277595,-123.09583
2973,Sooda Korean BBQ,5.0,60 West Cordova Street,49.277595,-123.09583
2974,Robba Da Matti,5.0,12 Powell St,49.277595,-123.09583
2975,Cookies of Course,5.0,,49.277595,-123.09583
2976,West Hotel & Bar,5.0,488 Carrall St,49.277595,-123.09583
2977,Say Hello Sweets,5.0,620 Quebec Street,49.277595,-123.09583
2978,Tekkaba,4.5,68 E Cordova Street,49.277595,-123.09583
2979,Hoduya,4.5,86 Keefer Place,49.277595,-123.09583
2980,Le Petit Belge,4.5,1007 Main Street,49.277595,-123.09583
2981,Aiyaohno Cafe,4.5,425 Carrall Street,49.277595,-123.09583
2982,VV Tapas Lounge,4.5,957 E Hastings Street,49.277595,-123.09583
2983,The Chinese Tea Shop,4.5,101 E Pender Street,49.277595,-123.09583
2984,Honolulu Coffee,4.5,97 West 2nd Avenue,49.277595,-123.09583
2985,Rolling Cashew,4.5,401 Industrial Avenue,49.277595,-123.09583
2986,Little Bangkok Thai Kitchen 2,4.5,88 W Pender Street,49.277595,-123.09583
2987,Gastronomy Gastown,4.5,62 East Cordova Street,49.277595,-123.09583
2988,Manpuku Bento,4.5,288 E Pender Street,49.277595,-123.09583
2989,Golftec,5.0,763 Terminal Avenue,49.279235,-123.087528
2990,mizu sushi co.,5.0,1507 Powell Street,49.279235,-123.087528
2991,Urban Tadka,5.0,1370 E Georgia St,49.279235,-123.087528
2992,Johnny's Pops,5.0,,49.279235,-123.087528
2993,The Garden Strathcona,5.0,868 E Hastings Street,49.279235,-123.087528
2994,Prototype Coffee,5.0,883 East Hastings Street,49.279235,-123.087528
2995,Burdy,5.0,1216 Franklin Street,49.279235,-123.087528
2996,Antojos y Sabores,5.0,1370 East Georgia Street,49.279235,-123.087528
2997,Brick N Cheese,5.0,1370 E georgia Street,49.279235,-123.087528
2998,Henry's Hip Eats,4.5,150-1507 Powell Street,49.279235,-123.087528
2999,Le Petit Belge,4.5,1007 Main Street,49.279235,-123.087528
3000,Oidé Coffee,4.5,550 Clark Drive,49.279235,-123.087528
3001,VV Tapas Lounge,4.5,957 E Hastings Street,49.279235,-123.087528
3002,Earnest Ice Cream,4.5,1485 Frances Street,49.279235,-123.087528
3003,Vancouver Best Cookies,4.5,1507 Powell Street,49.279235,-123.087528
3004,Vankoshary Eats,4.5,1205 East Hastings Street,49.279235,-123.087528
3005,Manpuku Bento,4.5,288 E Pender Street,49.279235,-123.087528
3006,Barbara,4.5,305 East Pender Street,49.279235,-123.087528
3007,Thank You Pizza,5.0,789 Gore Avenue,49.279235,-123.087528
3008,TAKE URBAN,4.5,1019 Main St,49.279235,-123.087528
3009,Golftec,5.0,763 Terminal Avenue,49.277333,-123.087359
3010,mizu sushi co.,5.0,1507 Powell Street,49.277333,-123.087359
3011,Urban Tadka,5.0,1370 E Georgia St,49.277333,-123.087359
3012,Johnny's Pops,5.0,,49.277333,-123.087359
3013,The Garden Strathcona,5.0,868 E Hastings Street,49.277333,-123.087359
3014,Prototype Coffee,5.0,883 East Hastings Street,49.277333,-123.087359
3015,Cookies of Course,5.0,,49.277333,-123.087359
3016,Burdy,5.0,1216 Franklin Street,49.277333,-123.087359
3017,Antojos y Sabores,5.0,1370 East Georgia Street,49.277333,-123.087359
3018,Brick N Cheese,5.0,1370 E georgia Street,49.277333,-123.087359
3019,Henry's Hip Eats,4.5,150-1507 Powell Street,49.277333,-123.087359
3020,Le Petit Belge,4.5,1007 Main Street,49.277333,-123.087359
3021,Oidé Coffee,4.5,550 Clark Drive,49.277333,-123.087359
3022,VV Tapas Lounge,4.5,957 E Hastings Street,49.277333,-123.087359
3023,Rolling Cashew,4.5,401 Industrial Avenue,49.277333,-123.087359
3024,Earnest Ice Cream,4.5,1485 Frances Street,49.277333,-123.087359
3025,Vancouver Best Cookies,4.5,1507 Powell Street,49.277333,-123.087359
